data,score
"Job Title: Data Scientist, Experience: 8 years, Skills: PostgreSQL, Docker, Python, Django, Education: Diploma in Web Development, Certifications: Microsoft Certified: Azure Developer",62
"Job Title: Data Scientist, Experience: 8 years, Skills: PostgreSQL, Docker, Python, Django, Education: Diploma in Web Development, Certifications: Microsoft Certified: Azure Developer Proven track record with multiple successful projects and leadership experience in high-impact roles.",94
This is a basic job description. Skills include some basic knowledge. No major achievements or certifications.,33
"Job Title: Software Engineer, Experience: 5 years, Skills: SQL, AWS, Spring Boot, Java, Education: MSc Data Science, Certifications: None",66
"Job Title: Software Engineer, Experience: 5 years, Skills: SQL, AWS, Spring Boot, Java, Education: MSc Data Science, Certifications: None Proven track record with multiple successful projects and leadership experience in high-impact roles.",88
This is a basic job description. Skills include some basic knowledge. No major achievements or certifications.,20
"Job Title: Software Engineer, Experience: 11 years, Skills: AWS, Java, Spring Boot, SQL, Education: Diploma in Web Development, Certifications: Microsoft Certified: Azure Developer, AWS Certified Developer",60
"Job Title: Software Engineer, Experience: 11 years, Skills: AWS, Java, Spring Boot, SQL, Education: Diploma in Web Development, Certifications: Microsoft Certified: Azure Developer, AWS Certified Developer Proven track record with multiple successful projects and leadership experience in high-impact roles.",87
This is a basic job description. Skills include some basic knowledge. No major achievements or certifications.,22
"Job Title: Web Developer, Experience: 12 years, Skills: CSS, JavaScript, HTML, Bootstrap, Education: MSc Data Science, Certifications: Microsoft Certified: Azure Developer, React Developer Certificate",44
"Job Title: Web Developer, Experience: 12 years, Skills: CSS, JavaScript, HTML, Bootstrap, Education: MSc Data Science, Certifications: Microsoft Certified: Azure Developer, React Developer Certificate Proven track record with multiple successful projects and leadership experience in high-impact roles.",99
This is a basic job description. Skills include some basic knowledge. No major achievements or certifications.,23
"Job Title: DevOps Engineer, Experience: 9 years, Skills: CI/CD, Kubernetes, Terraform, Docker, Education: PhD in Artificial Intelligence, Certifications: Kubernetes Certified Administrator",54
"Job Title: DevOps Engineer, Experience: 9 years, Skills: CI/CD, Kubernetes, Terraform, Docker, Education: PhD in Artificial Intelligence, Certifications: Kubernetes Certified Administrator Proven track record with multiple successful projects and leadership experience in high-impact roles.",71
This is a basic job description. Skills include some basic knowledge. No major achievements or certifications.,13
"Job Title: DevOps Engineer, Experience: 6 years, Skills: CI/CD, Terraform, Kubernetes, Docker, Education: BSc Computer Science, Certifications: None",68
"Job Title: DevOps Engineer, Experience: 6 years, Skills: CI/CD, Terraform, Kubernetes, Docker, Education: BSc Computer Science, Certifications: None Proven track record with multiple successful projects and leadership experience in high-impact roles.",89
This is a basic job description. Skills include some basic knowledge. No major achievements or certifications.,24
"Job Title: Web Developer, Experience: 4 years, Skills: Bootstrap, JavaScript, CSS, HTML, Education: Diploma in Web Development, Certifications: None",54
"Job Title: Web Developer, Experience: 4 years, Skills: Bootstrap, JavaScript, CSS, HTML, Education: Diploma in Web Development, Certifications: None Proven track record with multiple successful projects and leadership experience in high-impact roles.",81
This is a basic job description. Skills include some basic knowledge. No major achievements or certifications.,23
"Job Title: Software Engineer, Experience: 3 years, Skills: SQL, AWS, Spring Boot, Java, Education: BSc Information Technology, Certifications: Certified Ethical Hacker (CEH)",60
"Job Title: Software Engineer, Experience: 3 years, Skills: SQL, AWS, Spring Boot, Java, Education: BSc Information Technology, Certifications: Certified Ethical Hacker (CEH) Proven track record with multiple successful projects and leadership experience in high-impact roles.",75
This is a basic job description. Skills include some basic knowledge. No major achievements or certifications.,17
"Job Title: Software Engineer, Experience: 15 years, Skills: AWS, Spring Boot, Java, SQL, Education: BSc Computer Science, Certifications: None",68
"Job Title: Software Engineer, Experience: 15 years, Skills: AWS, Spring Boot, Java, SQL, Education: BSc Computer Science, Certifications: None Proven track record with multiple successful projects and leadership experience in high-impact roles.",92
This is a basic job description. Skills include some basic knowledge. No major achievements or certifications.,16
"Job Title: Cybersecurity Analyst, Experience: 9 years, Skills: Python, Network Security, Penetration Testing, Ethical Hacking, Education: Diploma in Web Development, Certifications: None",54
"Job Title: Cybersecurity Analyst, Experience: 9 years, Skills: Python, Network Security, Penetration Testing, Ethical Hacking, Education: Diploma in Web Development, Certifications: None Proven track record with multiple successful projects and leadership experience in high-impact roles.",88
This is a basic job description. Skills include some basic knowledge. No major achievements or certifications.,25
"Job Title: Data Scientist, Experience: 15 years, Skills: Django, Docker, PostgreSQL, Python, Education: BSc Information Technology, Certifications: Cisco Certified Network Associate (CCNA), Microsoft Certified: Azure Developer",50
"Job Title: Data Scientist, Experience: 15 years, Skills: Django, Docker, PostgreSQL, Python, Education: BSc Information Technology, Certifications: Cisco Certified Network Associate (CCNA), Microsoft Certified: Azure Developer Proven track record with multiple successful projects and leadership experience in high-impact roles.",76
This is a basic job description. Skills include some basic knowledge. No major achievements or certifications.,12
"Job Title: Software Engineer, Experience: 6 years, Skills: SQL, AWS, Java, Spring Boot, Education: Diploma in Web Development, Certifications: React Developer Certificate, AWS Certified Developer",59
"Job Title: Software Engineer, Experience: 6 years, Skills: SQL, AWS, Java, Spring Boot, Education: Diploma in Web Development, Certifications: React Developer Certificate, AWS Certified Developer Proven track record with multiple successful projects and leadership experience in high-impact roles.",95
This is a basic job description. Skills include some basic knowledge. No major achievements or certifications.,21
"Job Title: Data Scientist, Experience: 3 years, Skills: Docker, Python, Django, PostgreSQL, Education: BSc Information Technology, Certifications: AWS Certified Developer, Certified Ethical Hacker (CEH)",50
"Job Title: Data Scientist, Experience: 3 years, Skills: Docker, Python, Django, PostgreSQL, Education: BSc Information Technology, Certifications: AWS Certified Developer, Certified Ethical Hacker (CEH) Proven track record with multiple successful projects and leadership experience in high-impact roles.",98
This is a basic job description. Skills include some basic knowledge. No major achievements or certifications.,15
"Job Title: Cybersecurity Analyst, Experience: 8 years, Skills: Penetration Testing, Network Security, Python, Ethical Hacking, Education: BSc Information Technology, Certifications: None",69
"Job Title: Cybersecurity Analyst, Experience: 8 years, Skills: Penetration Testing, Network Security, Python, Ethical Hacking, Education: BSc Information Technology, Certifications: None Proven track record with multiple successful projects and leadership experience in high-impact roles.",78
